devmac,phyname,type,first_time,last_time,duration_sec,strongest_signal,avg_lat,avg_lon,bytes_data
0A:12:EC:02:D9:A6,IEEE802.11,"Wi-Fi Client",1774456379,1774456545,166,-77,35.7355493336635,-78.6506963335216,0
EC:B1:D7:E9:5D:A6,IEEE802.11,"Wi-Fi Bridged",1774455504,1774455669,165,0,0.0,0.0,2009
E2:55:5D:6C:72:BC,IEEE802.11,"Wi-Fi Client",1774455519,1774455684,165,-79,35.7817455830067,-78.6400699170039,0
12:54:5E:DF:98:54,Bluetooth,BTLE,1774456016,1774456181,165,0,35.7543349816857,-78.6430830651506,0
B6:7D:05:32:26:B2,IEEE802.11,"Wi-Fi AP",1774455100,1774455258,158,-93,35.7910085843324,-78.6424070960799,0
00:24:38:FC:BC:22,IEEE802.11,"Wi-Fi Bridged",1774455100,1774455258,158,0,0.0,0.0,140
BC:96:E5:CE:C2:E1,IEEE802.11,"Wi-Fi AP",1774455103,1774455261,158,-82,35.7909784174397,-78.6424484232126,0
F0:81:75:2B:53:5E,IEEE802.11,"Wi-Fi AP",1774455103,1774455261,158,-91,35.7909784174397,-78.6424484232126,0
BE:96:E5:5A:45:DE,IEEE802.11,"Wi-Fi AP",1774455103,1774455261,158,-82,35.7914636117949,-78.6423058395495,0
02:8D:DB:54:DF:59,IEEE802.11,"Wi-Fi AP",1774455108,1774455266,158,-67,35.7909868330864,-78.6424711685883,0
06:8D:DB:2F:C9:0E,IEEE802.11,"Wi-Fi AP",1774455108,1774455266,158,-67,35.7909868330864,-78.6424711685883,0
FE:9E:38:14:34:46,IEEE802.11,"Wi-Fi AP",1774455108,1774455266,158,-75,35.7906972220412,-78.6425190011952,0
0C:8D:DB:7A:47:C7,IEEE802.11,"Wi-Fi AP",1774455108,1774455266,158,-67,35.7909868330864,-78.6424711685883,0
C6:9E:38:12:46:3E,IEEE802.11,"Wi-Fi AP",1774455108,1774455266,158,-75,35.790980083376,-78.6424315018307,0
0E:8D:CB:87:6D:E3,IEEE802.11,"Wi-Fi AP",1774455110,1774455268,158,-75,35.7909918330049,-78.6424700002082,0
06:8D:CB:76:F2:B6,IEEE802.11,"Wi-Fi AP",1774455110,1774455268,158,-75,35.7909918330049,-78.6424700002082,0
40:48:6E:7C:14:37,IEEE802.11,"Wi-Fi AP",1774455112,1774455270,158,-91,35.7915371114578,-78.6423535571836,0
28:94:01:F1:78:14,IEEE802.11,"Wi-Fi AP",1774455112,1774455270,158,0,0.0,0.0,0
24:B2:B9:CB:AB:2B,IEEE802.11,"Wi-Fi Client",1774455112,1774455270,158,-93,35.791860333,-78.642326667,1561
40:48:6E:8D:B3:DE,IEEE802.11,"Wi-Fi AP",1774455112,1774455270,158,-90,35.7915371114578,-78.6423535571836,0
66:43:30:EA:7A:C1,IEEE802.11,"Wi-Fi AP",1774455218,1774455376,158,-49,35.7852516722175,-78.6427250079036,0
FA:55:A8:46:83:95,IEEE802.11,"Wi-Fi AP",1774455478,1774455636,158,-78,35.7817574582572,-78.6400408541439,0
46:47:99:CA:91:45,IEEE802.11,"Wi-Fi AP",1774455624,1774455782,158,-53,35.7814249020024,-78.6401205099019,0
78:A3:51:13:E8:62,IEEE802.11,"Wi-Fi AP",1774455763,1774455921,158,-54,35.7762634644637,-78.6403551252645,0
EA:CB:BC:F1:D1:B0,IEEE802.11,"Wi-Fi AP",1774456299,1774456457,158,-84,35.7358418330871,-78.6506660840429,0
64:67:72:29:37:31,IEEE802.11,"Wi-Fi AP",1774456307,1774456465,158,-76,35.7358119213961,-78.6518249136564,0
F8:3E:9E:9A:C3:AA,IEEE802.11,"Wi-Fi AP",1774456307,1774456465,158,-75,35.7355810000226,-78.6507693887149,0
82:18:98:A4:61:D0,IEEE802.11,"Wi-Fi AP",1774456319,1774456477,158,-92,35.7356475569471,-78.6515853885364,0
18:A5:FF:F8:D2:8C,IEEE802.11,"Wi-Fi AP",1774456331,1774456489,158,-76,35.7357223646448,-78.6516093029409,0
A4:97:33:4A:D7:11,IEEE802.11,"Wi-Fi AP",1774456836,1774456994,158,-88,35.7564103352147,-78.6655994006394,0
00:AB:48:29:BB:4D,IEEE802.11,"Wi-Fi AP",1774455116,1774455273,157,-79,35.7917418330135,-78.6422695834149,0
E2:9E:28:98:F3:D7,IEEE802.11,"Wi-Fi AP",1774455511,1774455668,157,-85,35.7817429334038,-78.6400528332023,0
6C:C2:17:0C:9D:CE,IEEE802.11,"Wi-Fi Bridged",1774455551,1774455708,157,0,0.0,0.0,1654
46:47:99:D6:00:BB,IEEE802.11,"Wi-Fi AP",1774455625,1774455782,157,-52,35.7814057291898,-78.6401223855132,0
E6:55:88:5A:A4:61,IEEE802.11,"Wi-Fi Client",1774455605,1774455759,154,-77,35.781727833,-78.6400755,0
9E:D2:E6:08:79:D4,IEEE802.11,"Wi-Fi Client",1774455613,1774455767,154,0,0.0,0.0,220
C6:7D:A3:B9:E5:B3,IEEE802.11,"Wi-Fi Client",1774455617,1774455771,154,-85,35.781177167,-78.6401085,1806
98:18:88:71:DF:61,IEEE802.11,"Wi-Fi WDS",1774456308,1774456461,153,0,0.0,0.0,248
2A:81:5C:20:8E:EA,IEEE802.11,"Wi-Fi Client",1774455479,1774455630,151,-96,35.781727333,-78.640069667,1251
BE:D7:D4:2D:EE:26,IEEE802.11,"Wi-Fi AP",1774455109,1774455259,150,-90,35.7917742503738,-78.6422591725351,0
48:E2:AD:F3:EC:D4,IEEE802.11,"Wi-Fi AP",1774455109,1774455259,150,-91,35.7917742503738,-78.6422591725351,0
28:74:F5:06:4D:F6,IEEE802.11,"Wi-Fi AP",1774455109,1774455259,150,-91,35.7927446117109,-78.6420230651233,0
C6:9E:28:16:09:5E,IEEE802.11,"Wi-Fi AP",1774455115,1774455265,150,-68,35.791770777685,-78.6422360556344,0
00:AB:48:D9:57:2A,IEEE802.11,"Wi-Fi AP",1774455116,1774455266,150,-75,35.791770777685,-78.6422360556344,0
2C:F4:32:56:4B:EB,IEEE802.11,"Wi-Fi Bridged",1774455116,1774455266,150,0,0.0,0.0,480
00:AB:48:F6:13:26,IEEE802.11,"Wi-Fi AP",1774455116,1774455266,150,-80,35.791770777685,-78.6422360556344,0
C4:DD:57:7A:E9:81,IEEE802.11,"Wi-Fi Bridged",1774455116,1774455266,150,0,0.0,0.0,252
24:A1:60:72:F4:19,IEEE802.11,"Wi-Fi Bridged",1774455115,1774455265,150,0,0.0,0.0,480
C4:DD:57:80:F3:E7,IEEE802.11,"Wi-Fi Bridged",1774455116,1774455266,150,0,0.0,0.0,252
00:AB:48:91:4D:4C,IEEE802.11,"Wi-Fi AP",1774455116,1774455266,150,-75,35.7917418330135,-78.6422695834149,0
00:AB:48:36:97:3C,IEEE802.11,"Wi-Fi AP",1774455116,1774455266,150,-76,35.791770777685,-78.6422360556344,0
00:AB:48:6E:3F:CF,IEEE802.11,"Wi-Fi AP",1774455116,1774455266,150,-80,35.7917418330135,-78.6422695834149,0
E0:98:06:8B:E4:28,IEEE802.11,"Wi-Fi Bridged",1774455116,1774455266,150,0,0.0,0.0,324
40:D5:21:C9:A9:F9,IEEE802.11,"Wi-Fi AP",1774455211,1774455361,150,-56,35.7855219845933,-78.6426938199263,6008
E2:55:6D:44:91:32,IEEE802.11,"Wi-Fi AP",1774455506,1774455656,150,0,0.0,0.0,0
F8:9E:28:71:27:F9,IEEE802.11,"Wi-Fi WDS",1774455559,1774455709,150,0,0.0,0.0,138
B4:B5:B6:83:0A:F4,IEEE802.11,"Wi-Fi Client",1774455573,1774455723,150,-69,35.7816211110084,-78.6401126664121,2392
74:95:EC:EC:D0:84,IEEE802.11,"Wi-Fi Client",1774455692,1774455842,150,-55,35.7776458333924,-78.640282337713,0
E0:CB:BC:53:72:F9,IEEE802.11,"Wi-Fi AP",1774456299,1774456449,150,-84,35.735841500087,-78.6506660005432,0
30:C3:D9:A9:12:05,IEEE802.11,"Wi-Fi Client",1774456308,1774456458,150,-72,35.735654833,-78.650665333,0
52:06:F5:84:1B:C7,IEEE802.11,"Wi-Fi AP",1774456319,1774456469,150,-88,35.7357051282306,-78.6520949158297,0
50:EA:DE:A6:FB:A6,Bluetooth,BTLE,1774455482,1774455629,147,0,35.7817469997577,-78.6400452085171,0
56:55:81:FA:C8:E7,IEEE802.11,"Wi-Fi Client",1774455522,1774455669,147,0,0.0,0.0,105
08:4D:01:A8:22:70,Bluetooth,BTLE,1774455867,1774456013,146,0,35.7712646570569,-78.639963087902,0
FE:B2:FB:13:B3:05,IEEE802.11,"Wi-Fi Client",1774455496,1774455640,144,-57,35.7817280907282,-78.6400679392724,0
62:B6:B4:58:F8:62,Bluetooth,BTLE,1774455869,1774456013,144,0,35.7713651682539,-78.6400042021703,0
34:DB:9C:69:15:DF,IEEE802.11,"Wi-Fi AP",1774455119,1774455261,142,-80,35.7925245835107,-78.642071583442,0
E2:55:7D:5D:4A:57,IEEE802.11,"Wi-Fi Ad-Hoc",1774455487,1774455629,142,-83,35.7817453570043,-78.6400475000094,56
60:E9:AA:25:C7:88,IEEE802.11,"Wi-Fi Bridged",1774455504,1774455646,142,0,0.0,0.0,2985
94:E6:BA:D3:01:6D,IEEE802.11,"Wi-Fi Bridged",1774455559,1774455701,142,0,0.0,0.0,1130
96:18:98:93:29:F3,IEEE802.11,"Wi-Fi AP",1774456319,1774456461,142,-91,35.7356994170647,-78.6519720835601,0
56:93:DA:3E:C3:4A,IEEE802.11,"Wi-Fi AP",1774456395,1774456537,142,-87,35.7356273862078,-78.6512890817581,0
00:11:E5:28:3B:12,IEEE802.11,"Wi-Fi Bridged",1774455559,1774455699,140,0,0.0,0.0,675
7D:4E:FF:C1:96:2B,Bluetooth,BTLE,1774455490,1774455628,138,0,35.7817482141465,-78.6400454285803,0
3E:CD:4B:1A:F4:8D,IEEE802.11,"Wi-Fi Bridged",1774455495,1774455633,138,0,0.0,0.0,265
7E:53:46:3B:3F:BF,Bluetooth,BR/EDR,1774455872,1774456010,138,0,35.7711145656685,-78.6399257576715,0
E6:D3:62:4E:BE:1A,IEEE802.11,"Wi-Fi AP",1774455115,1774455250,135,-72,35.7932306113623,-78.6418350605526,0
10:0C:6B:39:7B:DC,IEEE802.11,"Wi-Fi AP",1774455119,1774455254,135,-81,35.7940302086395,-78.6416203375602,0
71:B4:BB:B9:A5:D9,Bluetooth,BTLE,1774455878,1774456013,135,0,35.7713535850538,-78.639911180438,0
4C:AB:F8:DB:60:60,IEEE802.11,"Wi-Fi AP",1774456425,1774456560,135,-68,35.735983501384,-78.6507827543687,0
64:67:72:8C:CD:47,IEEE802.11,"Wi-Fi AP",1774455119,1774455253,134,-83,35.7940302086395,-78.6416203375602,0
66:67:72:FF:B4:7D,IEEE802.11,"Wi-Fi AP",1774455119,1774455253,134,-83,35.7943080671311,-78.6415052050586,0
B4:63:6F:0C:5D:EB,IEEE802.11,"Wi-Fi AP",1774455123,1774455257,134,-80,35.7938316667969,-78.6417334461795,0
14:7D:05:78:FC:5E,IEEE802.11,"Wi-Fi AP",1774455124,1774455258,134,-73,35.7950649480931,-78.64118197414,0
B0:EA:BC:3B:B1:3A,IEEE802.11,"Wi-Fi AP",1774455123,1774455257,134,-72,35.7933230000114,-78.6418551669316,0
E0:10:7F:4F:1C:89,IEEE802.11,"Wi-Fi AP",1774455124,1774455258,134,-72,35.7941935333696,-78.6416224684902,0
96:46:9D:99:6A:97,IEEE802.11,"Wi-Fi AP",1774455123,1774455257,134,-74,35.7933230000114,-78.6418551669316,0
E0:10:7F:C3:46:FE,IEEE802.11,"Wi-Fi AP",1774455124,1774455258,134,-74,35.7944189003317,-78.6415066377821,0
36:CC:47:FE:BA:2F,IEEE802.11,"Wi-Fi Bridged",1774455514,1774455648,134,0,0.0,0.0,689
E4:55:A8:58:BF:C9,IEEE802.11,"Wi-Fi WDS",1774455558,1774455692,134,0,0.0,0.0,276
24:C3:C0:4C:85:16,Bluetooth,BTLE,1774455586,1774455720,134,0,5.20827537997556,-88.5725438366925,0
F8:61:9D:43:34:DC,Bluetooth,BTLE,1774455880,1774456014,134,0,35.7710545016572,-78.6399165021769,0
0C:73:29:4E:78:1D,IEEE802.11,"Wi-Fi AP",1774456228,1774456362,134,-62,35.7365816051787,-78.6524994039318,0
02:54:AF:F4:32:74,IEEE802.11,"Wi-Fi AP",1774456299,1774456433,134,-81,35.7358419165994,-78.6506760005799,0
A0:64:8F:76:43:90,IEEE802.11,"Wi-Fi AP",1774456323,1774456457,134,-73,35.7358320833065,-78.6526749997787,0
AC:9F:C3:25:60:58,IEEE802.11,"Wi-Fi Client",1774456323,1774456457,134,-80,35.7360055831891,-78.652772166143,29001
A0:64:8F:96:5F:62,IEEE802.11,"Wi-Fi Bridged",1774456323,1774456457,134,0,0.0,0.0,31341
C8:FE:0F:B9:B3:47,IEEE802.11,"Wi-Fi AP",1774456521,1774456655,134,-73,35.7451917163136,-78.6491022947786,0
74:37:5F:50:26:25,IEEE802.11,"Wi-Fi AP",1774456836,1774456970,134,-82,35.7558791669593,-78.6659457795929,0
28:D0:43:DB:F9:69,IEEE802.11,"Wi-Fi Client",1774455938,1774456071,133,-96,35.760285833,-78.639771833,84
7B:53:E0:C3:5A:E3,Bluetooth,BTLE,1774455588,1774455720,132,0,35.7817239285737,-78.6400995119348,0
E0:10:7F:D1:F3:10,IEEE802.11,"Wi-Fi AP",1774455127,1774455254,127,-85,35.7944177917248,-78.6415543352475,8
6C:4B:B4:C2:E7:F2,IEEE802.11,"Wi-Fi AP",1774455131,1774455258,127,-84,35.7941069168091,-78.6416344193398,0
A2:4E:2E:16:F5:C4,IEEE802.11,"Wi-Fi Bridged",1774455479,1774455606,127,0,0.0,0.0,1598
18:8B:45:75:A1:63,IEEE802.11,"Wi-Fi Bridged",1774455503,1774455630,127,0,0.0,0.0,198
18:8B:45:F0:89:5C,IEEE802.11,"Wi-Fi Bridged",1774455542,1774455669,127,0,0.0,0.0,132
2C:EA:DC:26:54:FD,IEEE802.11,"Wi-Fi AP",1774456433,1774456560,127,-88,35.7363889173434,-78.6503795047907,0
B0:EA:BC:B7:7B:95,IEEE802.11,"Wi-Fi AP",1774455120,1774455246,126,-94,35.7938825006129,-78.6416359240137,0
92:90:2D:AE:2B:EA,IEEE802.11,"Wi-Fi AP",1774455123,1774455249,126,-81,35.7940342501012,-78.641646335103,0
10:0C:6B:17:FF:6C,IEEE802.11,"Wi-Fi AP",1774455124,1774455250,126,-71,35.7939524165656,-78.6416767511614,0
E0:D3:62:21:88:C2,IEEE802.11,"Wi-Fi AP",1774455124,1774455250,126,-74,35.7940523330417,-78.6416511672993,0
A8:46:9D:19:DB:F5,IEEE802.11,"Wi-Fi WDS",1774455124,1774455250,126,0,0.0,0.0,138
F2:D3:62:1A:C0:E7,IEEE802.11,"Wi-Fi AP",1774455124,1774455250,126,-82,35.7940523330417,-78.6416511672993,0
AE:46:8D:D7:1E:3E,IEEE802.11,"Wi-Fi AP",1774455124,1774455250,126,-90,35.7940523330417,-78.6416511672993,0
E6:D3:62:AF:7C:CA,IEEE802.11,"Wi-Fi AP",1774455124,1774455250,126,-76,35.7940523330417,-78.6416511672993,0
E0:10:7F:51:39:15,IEEE802.11,"Wi-Fi AP",1774455132,1774455258,126,-65,35.794236888924,-78.6416235578136,0
8A:15:14:BE:B6:72,IEEE802.11,"Wi-Fi AP",1774455314,1774455440,126,-88,35.7837803017047,-78.6428377619021,0
8A:15:14:C4:2B:9D,IEEE802.11,"Wi-Fi AP",1774455314,1774455440,126,-89,35.7837803017047,-78.6428377619021,0
8A:15:14:07:49:7E,IEEE802.11,"Wi-Fi AP",1774455314,1774455440,126,-88,35.7837803017047,-78.6428377619021,0
F6:55:A8:E1:5E:76,IEEE802.11,"Wi-Fi AP",1774455502,1774455628,126,-75,35.7817417082525,-78.6400506665045,0
1A:16:0B:F4:5C:A8,IEEE802.11,"Wi-Fi Bridged",1774455538,1774455664,126,0,0.0,0.0,238
18:8B:45:5E:6C:59,IEEE802.11,"Wi-Fi Bridged",1774455562,1774455688,126,0,0.0,0.0,264
E2:55:5D:EA:99:03,IEEE802.11,"Wi-Fi Client",1774455582,1774455708,126,0,0.0,0.0,0
70:15:FB:82:6D:B5,IEEE802.11,"Wi-Fi Client",1774455599,1774455725,126,-89,35.7815331665099,-78.6401207501192,0
46:47:99:F5:BE:30,IEEE802.11,"Wi-Fi AP",1774455637,1774455763,126,-51,35.7815579628911,-78.6401241110324,0
46:47:99:E1:2F:E1,IEEE802.11,"Wi-Fi AP",1774455637,1774455763,126,-51,35.78154788889,-78.6401192776901,0
F2:38:83:3F:50:28,IEEE802.11,"Wi-Fi AP",1774455637,1774455763,126,-75,35.7815433747535,-78.6401210000448,0
8C:5A:25:F5:C7:24,IEEE802.11,"Wi-Fi AP",1774456228,1774456354,126,-72,35.7369051748589,-78.6516847554416,0
18:60:41:12:0F:0F,IEEE802.11,"Wi-Fi AP",1774456236,1774456362,126,-58,35.7366222593719,-78.6519344146902,0
48:C0:5F:AB:EB:64,Bluetooth,BTLE,1774456758,1774456884,126,0,35.7558034444474,-78.6656991830909,0
28:94:01:C1:BA:BA,IEEE802.11,"Wi-Fi AP",1774456832,1774456958,126,-84,35.7552617086755,-78.6661989603649,0
48:00:33:60:0F:8F,IEEE802.11,"Wi-Fi AP",1774456836,1774456962,126,-91,35.7555228330536,-78.6661125002897,0
C0:56:27:AB:49:7C,IEEE802.11,"Wi-Fi AP",1774456836,1774456962,126,-87,35.7555228330536,-78.6661125002897,0
A0:8A:06:0B:7F:1A,IEEE802.11,"Wi-Fi AP",1774456836,1774456962,126,-90,35.7555228330536,-78.6661125002897,0
06:68:2C:66:8D:90,IEEE802.11,"Wi-Fi Client",1774455488,1774455613,125,0,0.0,0.0,1109
00:20:6B:5E:94:22,IEEE802.11,"Wi-Fi Bridged",1774455560,1774455685,125,0,0.0,0.0,1704
E6:DB:3B:40:77:0B,Bluetooth,BTLE,1774456759,1774456884,125,0,35.7557607908101,-78.6657344534803,0
D8:F8:83:01:6A:B0,IEEE802.11,"Wi-Fi Client",1774455573,1774455696,123,-70,35.781733416503,-78.6400862499983,0
C6:6C:EA:3E:EB:DB,IEEE802.11,"Wi-Fi Bridged",1774455534,1774455656,122,0,0.0,0.0,5971
A0:33:4F:66:DB:24,IEEE802.11,"Wi-Fi Bridged",1774455557,1774455678,121,0,0.0,0.0,363
9C:67:D6:8D:EA:71,IEEE802.11,"Wi-Fi Client",1774455558,1774455678,120,-91,35.7817320000036,-78.640079833498,0
36:41:F9:92:93:74,IEEE802.11,"Wi-Fi Client",1774455636,1774455756,120,-86,35.7817376665002,-78.6401023329998,1487
24:B3:81:7A:C8:DB,Bluetooth,BTLE,1774455595,1774455714,119,0,86.0620122460163,-78.6400981805819,0
D4:DC:09:EF:94:44,IEEE802.11,"Wi-Fi AP",1774456836,1774456955,119,-93,35.7549355000032,-78.6662981665846,0
D6:BE:DC:D6:05:08,IEEE802.11,"Wi-Fi AP",1774456836,1774456955,119,-89,35.7545440002383,-78.6664417796764,0
10:C4:CA:36:B8:BA,IEEE802.11,"Wi-Fi AP",1774455131,1774455249,118,-73,35.7948181665172,-78.641425583475,62
CC:F4:11:12:60:84,IEEE802.11,"Wi-Fi AP",1774455132,1774455250,118,-88,35.7947363330372,-78.6414560000609,0
2C:EA:DC:60:B1:92,IEEE802.11,"Wi-Fi AP",1774455132,1774455250,118,-82,35.794787333,-78.641361167,0
F4:A9:97:FD:03:31,IEEE802.11,"Wi-Fi Bridged",1774455479,1774455597,118,0,0.0,0.0,1099
2A:27:36:69:47:74,Bluetooth,BTLE,1774455511,1774455629,118,0,35.7817326213651,-78.6400611363653,0
86:EA:ED:03:90:13,IEEE802.11,"Wi-Fi AP",1774456308,1774456426,118,-89,35.7356549589187,-78.6512619999133,0
D2:21:F9:C8:5B:E3,IEEE802.11,"Wi-Fi AP",1774456316,1774456434,118,-94,35.7356976670166,-78.6514685829944,0
AA:16:9D:47:26:D4,IEEE802.11,"Wi-Fi AP",1774456832,1774456950,118,-87,35.7549758337726,-78.6662950029766,0
D4:DC:09:7D:73:54,IEEE802.11,"Wi-Fi AP",1774456836,1774456954,118,-79,35.7550069165103,-78.6662761666963,0
2C:D8:CF:E0:E5:A8,Bluetooth,BTLE,1774455478,1774455595,117,0,35.7817540756392,-78.6400359395577,0
A8:B1:3B:D1:72:4F,IEEE802.11,"Wi-Fi Bridged",1774455552,1774455669,117,0,0.0,0.0,1618
02:0B:49:D0:DC:8F,Bluetooth,BTLE,1774455478,1774455594,116,0,35.7817552948483,-78.640035474318,0
E6:3B:99:17:76:7F,Bluetooth,BTLE,1774455889,1774456005,116,0,35.770751612721,-78.6397080429586,0
72:B8:33:DC:00:CE,Bluetooth,BTLE,1774455489,1774455604,115,0,35.7817488890051,-78.6400479996801,0
CB:71:25:93:27:C6,Bluetooth,BTLE,1774455892,1774456004,112,0,35.770888408895,-78.6398287478201,0
0A:03:19:57:F0:27,IEEE802.11,"Wi-Fi Device",1774456436,1774456548,112,0,0.0,0.0,336
2C:EA:DC:54:3D:CC,IEEE802.11,"Wi-Fi AP",1774455132,1774455243,111,-84,35.7953874165874,-78.6411380007589,0
88:1F:A1:57:92:C5,IEEE802.11,"Wi-Fi AP",1774455135,1774455246,111,-74,35.7954626665982,-78.6410971672552,0
72:1B:EE:45:92:18,IEEE802.11,"Wi-Fi Bridged",1774455479,1774455590,111,0,0.0,0.0,933
00:9C:02:0C:A5:9C,IEEE802.11,"Wi-Fi Bridged",1774455510,1774455621,111,0,0.0,0.0,192
1F:CB:64:04:AF:05,Bluetooth,BTLE,1774455608,1774455719,111,0,35.7817281250017,-78.6401043749202,0
00:26:B4:26:C1:21,IEEE802.11,"Wi-Fi AP",1774456196,1774456307,111,-62,35.7381232278836,-78.6497649336669,0
C8:9E:43:24:B3:AF,IEEE802.11,"Wi-Fi AP",1774456429,1774456540,111,-87,35.7355458126924,-78.6508157708579,0
6C:AA:B3:0E:C4:FC,IEEE802.11,"Wi-Fi AP",1774456429,1774456540,111,-81,35.7355456668174,-78.6508158333579,0
6C:AA:B3:7A:0D:51,IEEE802.11,"Wi-Fi AP",1774456429,1774456540,111,-81,35.7355455002199,-78.6508166905518,0
40:D5:21:9D:0D:B0,IEEE802.11,"Wi-Fi Client",1774455629,1774455739,110,-68,35.781312,-78.640145167,0
B4:E9:B8:4F:2F:0E,IEEE802.11,"Wi-Fi Bridged",1774455662,1774455772,110,0,0.0,0.0,216
A2:17:B0:14:39:20,IEEE802.11,"Wi-Fi Client",1774455827,1774455937,110,-68,35.7739488335506,-78.6404305871941,52
C8:9E:43:98:C4:17,IEEE802.11,"Wi-Fi AP",1774456430,1774456540,110,-92,35.7355459763627,-78.6508164999805,0
A2:2B:AA:1A:B6:34,IEEE802.11,"Wi-Fi AP",1774456840,1774456950,110,-86,35.7538360840419,-78.6668035445611,0
82:2B:AA:0E:7E:44,IEEE802.11,"Wi-Fi AP",1774456840,1774456950,110,-86,35.7538360840419,-78.6668035445611,0
E1:04:51:28:11:69,Bluetooth,BTLE,1774455489,1774455596,107,0,35.7817595835054,-78.6400345830148,0
62:17:CC:1D:94:EE,IEEE802.11,"Wi-Fi Bridged",1774455483,1774455589,106,0,0.0,0.0,411
6A:CD:AE:80:20:39,IEEE802.11,"Wi-Fi Client",1774455519,1774455625,106,-89,35.7817334443347,-78.6400614443345,1183
57:29:CB:8E:B3:99,Bluetooth,BTLE,1774455479,1774455584,105,0,35.7817554848208,-78.6400315606476,0
24:FB:E3:0D:54:9B,IEEE802.11,"Wi-Fi Bridged",1774455479,1774455583,104,0,0.0,0.0,5604
A0:36:BC:E2:46:57,IEEE802.11,"Wi-Fi AP",1774455135,1774455238,103,-86,35.7967352505867,-78.6404038370455,0
1E:53:D2:D7:EF:65,IEEE802.11,"Wi-Fi AP",1774455140,1774455243,103,-80,35.7966830840525,-78.6404050871168,0
34:53:D2:6E:E6:18,IEEE802.11,"Wi-Fi AP",1774455140,1774455243,103,-72,35.7966830840525,-78.6404050871168,0
94:BA:06:73:06:96,IEEE802.11,"Wi-Fi AP",1774456200,1774456303,103,-75,35.7373684708623,-78.6502217252454,0
3A:F9:F5:4B:0E:A2,IEEE802.11,"Wi-Fi AP",1774456315,1774456418,103,-86,35.7356976670166,-78.6514685829944,0
B2:B6:E8:96:13:6C,IEEE802.11,"Wi-Fi Client",1774456315,1774456418,103,-73,35.7356976670166,-78.6514685829944,0
6E:3A:1E:BD:08:14,IEEE802.11,"Wi-Fi AP",1774456417,1774456520,103,-73,35.7355720223708,-78.6511148331226,0
18:FD:74:98:6D:0D,IEEE802.11,"Wi-Fi Ad-Hoc",1774456840,1774456943,103,-57,35.7527224752495,-78.6674950034691,50660
DC:2C:6E:67:54:CF,IEEE802.11,"Wi-Fi Ad-Hoc",1774456840,1774456943,103,0,0.0,0.0,29020
DC:2C:6E:DB:5A:2B,IEEE802.11,"Wi-Fi Ad-Hoc",1774456840,1774456943,103,0,0.0,0.0,27864
82:2B:AA:5E:AB:CC,IEEE802.11,"Wi-Fi AP",1774456844,1774456947,103,-71,35.7534345008381,-78.6670512256112,0
A2:2B:AA:3E:06:F1,IEEE802.11,"Wi-Fi AP",1774456844,1774456947,103,-71,35.7534345008381,-78.6670512256112,0
34:6F:92:92:94:1D,IEEE802.11,"Wi-Fi Client",1774456844,1774456947,103,-60,35.7527350309824,-78.667555124101,0
D0:FC:D0:FD:36:DF,IEEE802.11,"Wi-Fi AP",1774456845,1774456948,103,-75,35.7538705830014,-78.6666741670299,0
D4:DC:09:7E:95:7C,IEEE802.11,"Wi-Fi AP",1774456845,1774456948,103,-89,35.7538705830014,-78.6666741670299,0
D4:DC:09:D1:68:81,IEEE802.11,"Wi-Fi AP",1774456846,1774456949,103,-89,35.753815388695,-78.6667207777491,0
E2:55:5D:84:D4:70,IEEE802.11,"Wi-Fi Client",1774455582,1774455684,102,0,0.0,0.0,0
8E:18:98:E8:15:75,IEEE802.11,"Wi-Fi AP",1774456319,1774456421,102,-91,35.7356994170647,-78.6519720835601,0
C0:23:8D:06:29:FE,IEEE802.11,"Wi-Fi Client",1774456438,1774456540,102,0,0.0,0.0,341
D4:DC:09:FC:88:34,IEEE802.11,"Wi-Fi AP",1774456844,1774456946,102,-76,35.7538041665912,-78.6667447506459,0
92:2B:AA:43:70:5F,IEEE802.11,"Wi-Fi AP",1774456845,1774456947,102,-89,35.7538010000163,-78.6667184171564,0
12:FC:88:03:3E:E8,IEEE802.11,"Wi-Fi AP",1774456845,1774456947,102,-94,35.7538010000163,-78.6667184171564,0
0E:EA:DC:82:1A:B6,IEEE802.11,"Wi-Fi AP",1774456845,1774456947,102,-87,35.7538010000163,-78.6667184171564,0
82:2B:AA:EE:AE:F0,IEEE802.11,"Wi-Fi AP",1774456845,1774456947,102,-88,35.7538010000163,-78.6667184171564,0
A2:2B:AA:D5:0B:25,IEEE802.11,"Wi-Fi AP",1774456845,1774456947,102,-88,35.7538010000163,-78.6667184171564,0
12:7B:12:BE:69:25,IEEE802.11,"Wi-Fi AP",1774456845,1774456947,102,-92,35.7534323898334,-78.6670336700247,0
2C:EA:DC:31:D3:2E,IEEE802.11,"Wi-Fi AP",1774456845,1774456947,102,-88,35.7538010000163,-78.6667184171564,0
D4:DC:09:70:A0:DF,IEEE802.11,"Wi-Fi AP",1774456848,1774456950,102,-93,35.7535373894355,-78.6669352241045,0
4E:E7:F2:AF:B3:F3,Bluetooth,BTLE,1774455514,1774455615,101,0,35.7817439165027,-78.6400521665049,0
BA:FC:4B:D7:0F:50,IEEE802.11,"Wi-Fi Bridged",1774455589,1774455688,99,0,0.0,0.0,1073
34:53:D2:5D:AA:A2,IEEE802.11,"Wi-Fi AP",1774455139,1774455234,95,-75,35.7966990002024,-78.6404322516417,0
